,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory(in GB),Gpu,OpSys,Weight,Price
954,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.48kg,95850.72
955,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256 SSD,Nvidia Quadro M1000M,Windows 7,2.0kg,101178.72
956,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.26kg,122381.496
957,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Nvidia GeForce 940MX,Windows 10,2.18kg,53807.472
958,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.88kg,84129.12
959,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.27kg,124621.92
960,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1000 HDD,Intel HD Graphics 520,No OS,1.9kg,18061.92
961,HP,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4GB,500 HDD,AMD Radeon R2 Graphics,Windows 10,1.86kg,15824.16
962,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1000 HDD,AMD Radeon R5 M330,No OS,2.32kg,31914.72
963,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1000 HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.62kg,63882.72
964,Dell,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8GB,256 SSD,Nvidia GeForce 960M,Windows 10,2.04kg,119916.2304
965,HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4GB,256 SSD,AMD Radeon 520,Windows 10,1.91kg,25515.2592
966,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,512 SSD,Intel HD Graphics 520,Windows 7,1.4kg,122490.72
967,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,512 SSD,Intel HD Graphics 520,Windows 10,1.48kg,108744.48
968,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.7kg,79866.72
969,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,47898.72
970,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8GB,1000 HDD,Intel HD Graphics 520,Windows 10,2.2kg,24455.52
971,HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,No OS,2.1kg,25414.0272
972,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.95kg,74059.2
973,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1000 HDD,Nvidia GeForce 920MX ,Windows 10,2.2kg,24935.04
974,HP,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.44kg,13266.72
975,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,44701.92
976,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.96kg,36177.12
977,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512 SSD,Intel UHD Graphics 620,Windows 10,2.1kg,61751.52
978,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500 HDD,Intel HD Graphics,Windows 10,2.2kg,19660.32
979,Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,No OS,2.1kg,21205.44
980,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,Nvidia GeForce 940MX,No OS,2.2kg,37775.52
981,Asus,Notebook,14,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,2kg,40972.32
982,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512 SSD,Nvidia GeForce GTX 960,Windows 10,3.31kg,69530.4
983,HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,2.07kg,34632
984,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.36kg,87219.36
985,Lenovo,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256 SSD,Nvidia GeForce 920M,Windows 10,1.54kg,44275.68
986,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Nvidia GeForce GT 940MX,Linux,1.98kg,47686.1328
987,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,500 HDD,Intel HD Graphics 500,Windows 10,2.1kg,17742.24
988,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6GB,1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.18kg,42570.72
989,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512 SSD,Intel HD Graphics 620,Windows 10,2.09kg,62817.12
990,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256 SSD,Nvidia GeForce 940MX,Windows 10,2.23kg,36816.48
991,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8GB,256 SSD,Intel HD Graphics 520,Linux,1.23kg,58554.72
992,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,43636.32
993,Samsung,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32 Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15kg,35111.52
994,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,1.86kg,25840.8
995,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256 Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg,61964.64
996,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.6kg,63882.72
997,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1000 HDD,AMD Radeon R5 M430,No OS,1.9kg,19607.04
998,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,1000 HDD,Intel HD Graphics 500,Linux,2.1kg,14492.16
999,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128 SSD,AMD Radeon R7 M440,Windows 10,2.3kg,26586.72
1000,Lenovo,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500 HDD,Nvidia GeForce 920MX,No OS,2.2kg,33513.12
1001,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512 SSD,Intel UHD Graphics 620,Windows 10,2kg,68464.8
1002,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,512 SSD,Intel HD Graphics 620,Windows 10,1.2kg,142790.4
1003,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.2kg,62284.32
1004,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,AMD Radeon R7 M445,Windows 10,2.36kg,47365.92
1005,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.91kg,30849.12
1006,Lenovo,Notebook,15.6,1366x768,AMD E-Series 9000 2.2GHz,4GB,500 HDD,AMD Radeon R2 Graphics,Windows 10,2.2kg,15930.72
1007,Acer,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8GB,1000 HDD,Nvidia GeForce 940MX,Windows 10,3.3kg,33513.12
1008,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,512 Flash Storage,Intel HD Graphics 515,Mac OS X,0.920kg,68145.12
1009,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,2.191kg,53226.72
1010,Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2GB,32 SSD,Intel HD Graphics,Chrome OS,1.3kg,9270.72
1011,Acer,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,1000 HDD,Nvidia GeForce 940MX,Windows 10,3.3kg,31861.44
1012,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1000 HDD,Intel HD Graphics 620,No OS,2.8kg,28717.92
1013,Acer,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8GB,256 SSD,Intel HD Graphics 615,Windows 10,1.2kg,61218.72
1014,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,2.3kg,81465.12
1015,HP,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6GB,1000 HDD,AMD Radeon 530,Windows 10,2.1kg,28185.12
1016,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.26kg,91288.3536
1017,Dell,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,2.08kg,27119.52
1018,Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1000 HDD,Intel HD Graphics 405,Windows 10,2.65kg,16463.52
1019,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.29kg,78694.56
1020,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1000 HDD,Intel HD Graphics 520,Linux,2.18kg,27804.7008
1021,Lenovo,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16GB,512 SSD,Intel HD Graphics 520,Windows 10,1.3kg,87912
1022,Razer,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1000 SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg,186426.72
1023,Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8GB,1000 HDD,Intel HD Graphics 620,Windows 10,2.3kg,24988.8528
1024,Apple,Ultrabook,11.6,1366x768,Intel Core i5 1.6GHz,4GB,256 Flash Storage,Intel HD Graphics 6000,Mac OS X,1.08kg,51095.52
1025,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1000 HDD,Intel HD Graphics 520,Windows 10,2.1kg,25467.84
1026,HP,Ultrabook,14,2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.54kg,117119.5632
1027,Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 7,2.24kg,39267.36
1028,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512 SSD,Intel HD Graphics 620,Windows 10,1.4kg,79866.72
1029,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,256 SSD,AMD Radeon 530,Windows 10,2.2kg,31838.5296
1030,Asus,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.45kg,68198.4
1031,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,500 HDD,Intel HD Graphics 520,Linux,2.4kg,19276.704
1032,Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512 SSD,Nvidia GeForce 940MX,Windows 10,2.77kg,95850.72
1033,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256 SSD,Intel HD Graphics 520,Windows 7,1.54kg,58607.4672
1034,Dell,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,1.6kg,46620
1035,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,No OS,2.3kg,30529.44
1036,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8GB,256 SSD,Intel HD Graphics 615,Windows 10,1.24kg,96596.64
1037,Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500 HDD,Intel HD Graphics,Linux,2.2kg,17262.72
1038,HP,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4GB,500 HDD,AMD Radeon R4 Graphics,Windows 10,1.86kg,21258.72
1039,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6GB,128 SSD,Nvidia GeForce 920MX,Windows 10,2.4kg,30316.32
1040,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.9kg,57116.16
1041,Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4GB,500 HDD,Intel HD Graphics,Windows 10,2.2kg,23655.7872
1042,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1000 HDD,Intel HD Graphics 500,Windows 10,2kg,18061.92
1043,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,2.29kg,26107.2
1044,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 10,1.8kg,44382.7728
1045,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512 SSD,Intel HD Graphics 515,Windows 10,1.2kg,38841.12
1046,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6GB,1000 HDD,Intel HD Graphics 620,Windows 10,2.3kg,24455.52
1047,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500 HDD,Intel HD Graphics 400,Linux,2.4kg,15397.92
1048,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500 HDD,Intel HD Graphics,Windows 10,2.20kg,20193.12
1049,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.6kg,47898.72
1050,Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,AMD Radeon R5 M430,Linux,2.3kg,42943.1472
1051,HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.17kg,11135.52
1052,Asus,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500 HDD,Nvidia GeForce 920M,Windows 10,2.2kg,38378.6496
1053,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 10,1.8kg,33992.64
1054,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512 SSD,Intel HD Graphics 520,Windows 10,1.3kg,79866.72
1055,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,64 Flash Storage,Intel HD Graphics,Windows 10,1.5kg,12201.12
1056,HP,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6GB,1000 HDD,AMD Radeon R5 M330,Windows 10,2.19kg,40705.92
1057,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500 HDD,Intel HD Graphics,Windows 10,2.2kg,19660.32
1058,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512 SSD,Intel HD Graphics 515,Windows 10,1.2kg,38841.12
1059,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6GB,1000 HDD,Intel HD Graphics 620,Windows 10,2.3kg,24455.52
1060,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500 HDD,Intel HD Graphics 400,Linux,2.4kg,15397.92
1061,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500 HDD,Intel HD Graphics,Windows 10,2.20kg,20193.12
1062,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.6kg,47898.72
1063,Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,AMD Radeon R5 M430,Linux,2.3kg,42943.1472
1064,HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.17kg,11135.52
1065,Asus,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500 HDD,Nvidia GeForce 920M,Windows 10,2.2kg,38378.6496
1066,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 10,1.8kg,33992.64
1067,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512 SSD,Intel HD Graphics 520,Windows 10,1.3kg,79866.72
1068,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,64 Flash Storage,Intel HD Graphics,Windows 10,1.5kg,12201.12
1069,HP,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6GB,1000 HDD,AMD Radeon R5 M330,Windows 10,2.19kg,40705.92
1070,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500 HDD,Intel HD Graphics,Windows 10,2.2kg,19660.32
1071,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512 SSD,Intel HD Graphics 515,Windows 10,1.2kg,38841.12
1072,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6GB,1000 HDD,Intel HD Graphics 620,Windows 10,2.3kg,24455.52
1073,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500 HDD,Intel HD Graphics 400,Linux,2.4kg,15397.92
1074,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500 HDD,Intel HD Graphics,Windows 10,2.20kg,20193.12
1075,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.6kg,47898.72
1076,Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,AMD Radeon R5 M430,Linux,2.3kg,42943.1472
1077,HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.17kg,11135.52
1078,Asus,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500 HDD,Nvidia GeForce 920M,Windows 10,2.2kg,38378.6496
1079,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 10,1.8kg,33992.64
1080,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512 SSD,Intel HD Graphics 520,Windows 10,1.3kg,79866.72
1081,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,64 Flash Storage,Intel HD Graphics,Windows 10,1.5kg,12201.12
1082,HP,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6GB,1000 HDD,AMD Radeon R5 M330,Windows 10,2.19kg,40705.92
1083,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500 HDD,Intel HD Graphics,Windows 10,2.2kg,19660.32
